x,y,pet
461301,5481474,41.44
461302,5481474,41.38
461303,5481474,42.13
461304,5481474,42.88
461305,5481474,43.63
461306,5481474,44.38
461307,5481474,null
461308,5481474,null
461309,5481474,null
461310,5481474,null
461311,5481474,null
461312,5481474,null
461313,5481474,null
461314,5481474,null
461315,5481474,null
461316,5481474,null
461317,5481474,37.01
461318,5481474,37.01
461319,5481474,37.01
461320,5481474,37.01
461321,5481474,37.02
461322,5481474,37.02
461323,5481474,37.69
461324,5481474,38.36
461325,5481474,39.03
461326,5481474,39.70
461327,5481474,40.37
461328,5481474,41.33
461329,5481474,42.29
461330,5481474,43.25
461331,5481474,44.22
461332,5481474,null
461333,5481474,null
461334,5481474,null
461335,5481474,null
461336,5481474,null
461337,5481474,null
461338,5481474,null
461339,5481474,null
461340,5481474,null
461341,5481474,null
461342,5481474,null
461343,5481474,null
461344,5481474,null
461345,5481474,null
461346,5481474,null
461347,5481474,null
461348,5481474,null
461349,5481474,null
461350,5481474,null
461351,5481474,null
461352,5481474,null
461353,5481474,null
461354,5481474,null
461355,5481474,null
461356,5481474,null
461357,5481474,null
461358,5481474,null
461359,5481474,null
461360,5481474,null
461361,5481474,null
461362,5481474,null
461363,5481474,null
461364,5481474,null
461365,5481474,null
461366,5481474,null
461367,5481474,35.11
461368,5481474,35.02
461369,5481474,34.93
461370,5481474,34.85
461371,5481474,34.76
461372,5481474,34.67
461373,5481474,35.99
461374,5481474,37.32
461375,5481474,38.64
461376,5481474,39.97
461377,5481474,41.29
461378,5481474,40.29
461379,5481474,39.28
461380,5481474,38.28
461381,5481474,37.27
461382,5481474,36.27
461383,5481474,36.34
461384,5481474,36.41
461385,5481474,36.48
461386,5481474,36.55
461387,5481474,36.62
461388,5481474,36.62
461389,5481474,36.62
461390,5481474,36.62
461391,5481474,36.62
461392,5481474,null
461393,5481474,null
461394,5481474,null
